,Name,gender,is alive,age,Death_Probability
13843,Sergio Leone,Male,no,60,0.01086
13845,Alexei Leonov,Male,yes,80,0.06978
13846,Wassily Leontief,Male,no,93,0.25138
13848,Leopold III,Male,no,82,0.08596000000000001
13849,Paul LePage,Male,yes,66,0.01932
13850,Robert Lepage,Male,yes,57,0.00828
13851,Wolf Lepenies,Male,yes,73,0.03633
13852,Tom Leppert,Male,yes,59,0.009909999999999999
13853,Rasmus Lerdorf,Male,yes,46,0.00392
13854,Logan Lerman,Male,yes,22,0.00126
13855,Abba Lerner,Male,no,79,0.06305
13856,Alan Jay Lerner,Male,no,68,0.02323
13857,Alfred Lerner,Male,no,69,0.02538
13859,Max Lerner,Male,no,90,0.19307
13860,Michael Lerner,Male,yes,73,0.03633
13861,Richard A. Lerner,Male,yes,76,0.04715
13862,Mervyn LeRoy,Male,no,87,0.14473
13863,George H. Lesch,Male,no,85,0.11800000000000001
13864,Phil Lesh,Male,yes,74,0.03942
13866,Donald James Leslie,Male,no,93,0.25138
13868,John Leslie,Male,no,65,0.01753
13869,Brock Lesnar,Male,yes,37,0.0018899999999999998
13870,Len Lesser,Male,no,89,0.17584
13871,Lawrence Lessig,Male,yes,53,0.0058
13873,Adrian Lester,Male,yes,46,0.00392
13874,Mark Lester,Male,yes,56,0.00757
13875,Mark L. Lester,Male,yes,68,0.02323
13876,Richard Lester,Male,yes,82,0.08596000000000001
13877,Terry Lester,Male,no,53,0.0058
13878,Tom Lester,Male,yes,76,0.04715
13879,James Lesure,Male,yes,44,0.00335
13880,Yves Leterme,Male,yes,54,0.00632
13881,Jonathan Lethem,Male,yes,50,0.0047799999999999995
13882,Jared Leto,Male,yes,43,0.0031
13883,Shannon Leto,Male,yes,44,0.00335
13885,Matt Letscher,Male,yes,44,0.00335
13886,David Letterman,Male,yes,67,0.02122
13887,Carl Leubsdorf,Male,yes,76,0.04715
13889,Tony Leung,Male,yes,52,0.005379999999999999
13890,William J. Levada,Male,yes,78,0.05711
13891,Larry Levan,Male,no,38,0.00206
13892,Harold LeVander,Male,no,82,0.08596000000000001
13893,Brian Levant,Male,yes,62,0.01311
13894,Oscar Levant,Male,no,66,0.01932
13895,Max Levchin,Male,yes,39,0.00224
13896,Flynt Leverett,Male,yes,56,0.00757
13898,Robert W. Levering,Male,no,75,0.04299
13899,Gerald Levert,Male,no,40,0.00244
13901,René Lévesque,Male,no,65,0.01753
13902,Edward H. Levi,Male,no,89,0.17584
13903,Primo Levi,Male,no,68,0.02323
13904,Zachary Levi,Male,yes,34,0.00148
13906,Claude Lévi-Strauss,Male,no,101,0.41091000000000005
13907,Burton Levin,Male,yes,84,0.10625
13908,Carl Levin,Male,yes,80,0.06978
13909,Daniel B. Levin,Male,yes,58,0.009059999999999999
13910,Harvey Levin,Male,yes,63,0.01444
13911,Henry Levin,Male,no,71,0.03059
13912,Ira Levin,Male,no,78,0.05711
13913,Jerry Levin,Male,yes,75,0.04299
13914,Mark Levin,Male,yes,57,0.00828
13915,Meyer Levin,Male,no,76,0.04715
13916,Richard C. Levin,Male,yes,67,0.02122
13917,Sandy Levin,Male,yes,83,0.09557
13918,Tony Levin,Male,yes,68,0.02323
13919,Emmanuel Levinas,Male,no,89,0.17584
13920,Adam Levine,Male,yes,35,0.0016
13921,David Levine,Male,no,83,0.09557
13922,Irving R. Levine,Male,no,87,0.14473
13923,James Levine,Male,yes,71,0.03059
13924,Mel Levine,Male,yes,71,0.03059
13925,Philip Levine,Male,yes,86,0.13083
13926,Ted Levine,Male,yes,56,0.00757
13927,Arthur D. Levinson,Male,yes,64,0.0159
13928,Barry Levinson,Male,yes,72,0.03343
13929,Elliott H. Levitas,Male,yes,84,0.10625
13930,Speed Levitch,Male,yes,44,0.00335
13931,Melvyn Levitsky,Male,yes,76,0.04715
13932,Arthur Levitt,Male,yes,83,0.09557
13933,Theodore Levitt,Male,no,81,0.07737999999999999
13934,William Levitt,Male,no,87,0.14473
13935,Gary LeVox,Male,yes,44,0.00335
13936,Barrington Levy,Male,yes,50,0.0047799999999999995
13937,Bernard-Henri Lévy,Male,yes,66,0.01932
13939,Eugene Levy,Male,yes,68,0.02323
13941,Marv Levy,Male,yes,89,0.17584
13942,Maurice Lévy,Male,yes,72,0.03343
13943,Shawn Levy,Male,yes,46,0.00392
13944,Steven Levy,Male,yes,63,0.01444
13945,William Levy,Male,yes,34,0.00148
13946,Jacob J. Lew,Male,yes,59,0.009909999999999999
13947,Daniel Lewin,Male,no,31,0.00121
13949,"William M. Lewis, Jr.",Male,yes,58,0.009059999999999999
13950,Aaron Lewis,Male,yes,42,0.00286
13952,Anthony Lewis,Male,no,86,0.13083
13953,Arthur Lewis,Male,no,76,0.04715
13954,Aylwin Lewis,Male,yes,60,0.01086
13955,Bernard Lewis,Male,yes,98,0.35496
13956,Blake Lewis,Male,yes,33,0.00137
13957,Carl Lewis,Male,yes,53,0.0058
13959,Clyde Lewis,Male,yes,50,0.0047799999999999995
13960,Damian Lewis,Male,yes,43,0.0031
13961,David Lewis,Male,no,72,0.03343
13963,Delano E. Lewis,Male,yes,76,0.04715
13965,Drew Lewis,Male,yes,83,0.09557
13966,Edward Lewis,Male,yes,74,0.03942
13967,Edward B. Lewis,Male,no,86,0.13083
13968,Emmanuel Lewis,Male,yes,43,0.0031
13969,Gary Lewis,Male,yes,57,0.00828
13970,Geoffrey Lewis,Male,yes,79,0.06305
13971,Henry Lewis,Male,no,64,0.0159
13972,Huey Lewis,Male,yes,64,0.0159
13973,Jamal Lewis,Male,yes,35,0.0016
13974,Jason Lewis,Male,yes,43,0.0031
13977,Jerry Lewis,Male,yes,88,0.15972999999999998
13978,Jerry Lewis,Male,yes,80,0.06978
13979,Jerry Lee Lewis,Male,yes,79,0.06305
13980,Joe E. Lewis,Male,no,69,0.02538
13981,John Lewis,Male,yes,74,0.03942
13982,John P. Lewis,Male,no,89,0.17584
13983,Joseph H. Lewis,Male,no,93,0.25138
13985,Kenneth D. Lewis,Male,yes,67,0.02122
13986,Lennox Lewis,Male,yes,49,0.00457
13988,Marvin Lewis,Male,yes,56,0.00757
13989,Matthew Lewis,Male,yes,25,0.00114
13990,Michael Lewis,Male,yes,54,0.00632
13991,Oscar Lewis,Male,no,56,0.00757
13992,Peter B. Lewis,Male,no,80,0.06978
13993,Phill Lewis,Male,yes,46,0.00392
13994,R. Fred Lewis,Male,yes,67,0.02122
13995,Ramsey Lewis,Male,yes,79,0.06305
13996,Ray Lewis,Male,yes,39,0.00224
13997,Richard Lewis,Male,yes,67,0.02122
13998,Ron Lewis,Male,yes,68,0.02323
13999,Samuel W. Lewis,Male,no,84,0.10625
14002,Ted Lewis,Male,no,42,0.00286
14003,Tom Lewis,Male,no,79,0.06305
14005,Willy Ley,Male,no,63,0.01444
14006,Tom Leykis,Male,yes,58,0.009059999999999999
14007,Jim Leyland,Male,yes,70,0.02785
14008,Thierry Lhermitte,Male,yes,62,0.01311
14009,David K. P. Li,Male,yes,75,0.04299
14011,Jet Li,Male,yes,51,0.00504
14013,Jimmy John Liautaud,Male,yes,50,0.0047799999999999995
14014,Lewis Libby,Male,yes,64,0.0159
14015,Willard F. Libby,Male,no,72,0.03343
14016,Liberace,Male,no,68,0.02323
14017,Richard Libertini,Male,yes,81,0.07737999999999999
14018,Patrick Lichfield,Male,no,66,0.01932
14019,Frank Licht,Male,no,71,0.03059
14020,Richard A. Licht,Male,yes,66,0.01932
14021,Roy Lichtenstein,Male,no,74,0.03942
14022,S. Robert Lichter,Male,yes,66,0.01932
14023,Allan J. Lichtman,Male,yes,67,0.02122
14024,Todd Lickliter,Male,yes,59,0.009909999999999999
14026,Chuck Liddell,Male,yes,45,0.0036299999999999995
14027,Edward M. Liddy,Male,yes,68,0.02323
14028,G. Gordon Liddy,Male,yes,84,0.10625
14029,Jamie Lidell,Male,yes,41,0.00264
14030,Cory Lidle,Male,no,34,0.00148
14031,Nicklas Lidström,Male,yes,44,0.00335
14033,Avigdor Lieberman,Male,yes,56,0.00757
14034,Joseph Lieberman,Male,yes,72,0.03343
14036,A. J. Liebling,Male,no,59,0.009909999999999999
14037,Rob Liefeld,Male,yes,47,0.00418
14039,Alex Lifeson,Male,yes,61,0.01192
14040,Robert Jay Lifton,Male,yes,88,0.15972999999999998
14041,Yegor Ligachev,Male,yes,94,0.27296
14042,György Ligeti,Male,no,83,0.09557
14043,Leonard P. Liggio,Male,yes,81,0.07737999999999999
14045,Gordon Lightfoot,Male,yes,76,0.04715
14046,Jim Lightfoot,Male,yes,76,0.04715
14047,Lil' Boosie,Male,yes,31,0.00121
14048,Matthew Lillard,Male,yes,44,0.00335
14049,James Roderick Lilley,Male,no,81,0.07737999999999999
14050,John M. Lilley,Male,yes,75,0.04299
14051,Bob Lilly,Male,yes,75,0.04299
14053,John C. Lilly,Male,no,86,0.13083
14056,Limahl,Male,yes,56,0.00757
14057,Doug Liman,Male,yes,49,0.00457
14058,Rush Limbaugh,Male,yes,63,0.01444
14061,Joseph Limprecht,Male,no,56,0.00757
14063,Jeremy Lin,Male,yes,26,0.00109
14065,Tim Lincecum,Male,yes,30,0.00116
14066,Andrew Lincoln,Male,yes,41,0.00264
14068,Bob Lind,Male,yes,72,0.03343
14069,William S. Lind,Male,yes,67,0.02122
14071,Charles Lindbergh,Male,no,72,0.03343
14073,Till Lindemann,Male,yes,51,0.00504
14075,Hal Linden,Male,yes,83,0.09557
14077,John Linder,Male,yes,72,0.03343
14081,John Walker Lindh,Male,yes,33,0.00137
14083,Carl H. Lindner,Male,no,92,0.23085999999999998
14084,Delroy Lindo,Male,yes,62,0.01311
14085,Vincent Lindon,Male,yes,55,0.0069099999999999995
14087,Eric Lindros,Male,yes,41,0.00264
14088,Arto Lindsay,Male,yes,61,0.01192
14089,John Lindsay,Male,no,79,0.06305
14091,Robert Lindsay,Male,yes,65,0.01753
14092,Ted Lindsay,Male,yes,89,0.17584
14093,David Lindsay-Abaire,Male,yes,45,0.0036299999999999995
14094,George Lindsey,Male,no,84,0.10625
14095,Hal Lindsey,Male,yes,85,0.11800000000000001
14096,Larry Lindsey,Male,yes,60,0.01086
14097,Scott Linehan,Male,yes,51,0.00504
14100,Richard Lingeman,Male,yes,83,0.09557
14101,Theo Lingen,Male,no,75,0.04299
14103,Arthur A. Link,Male,no,96,0.31547
14104,Cuban Link,Male,yes,40,0.00244
14105,Hamish Linklater,Male,yes,38,0.00206
14106,Richard Linklater,Male,yes,54,0.00632
14107,Art Linkletter,Male,no,98,0.35496
14108,Mark Linkous,Male,no,48,0.004379999999999999
14109,Cody Linley,Male,yes,25,0.00114
14110,Rex Linn,Male,yes,58,0.009059999999999999
14111,Richard Linn,Male,yes,70,0.02785
14112,Mark Linn-Baker,Male,yes,60,0.01086
14113,John Linnell,Male,yes,55,0.0069099999999999995
14115,Sol Linowitz,Male,no,92,0.23085999999999998
14116,Art Linson,Male,yes,72,0.03343
14117,Charles de Lint,Male,yes,63,0.01444
14119,Larry Linville,Male,no,61,0.01192
14120,Alex D. Linz,Male,yes,25,0.00114
14121,Ray Liotta,Male,yes,60,0.01086
14122,Daniele Liotti,Male,yes,43,0.0031
14123,Kermit V. Lipez,Male,yes,73,0.03633
14124,Bill Lipinski,Male,yes,77,0.05184
14125,Dan Lipinski,Male,yes,48,0.004379999999999999
14126,Eugene Lipinski,Male,yes,58,0.009059999999999999
14130,Jonathan Lipnicki,Male,yes,24,0.0012
14131,Ken Lipper,Male,yes,73,0.03633
14132,William Lipscomb,Male,no,92,0.23085999999999998
14133,Seymour M. Lipset,Male,no,84,0.10625
14134,Robert Lipshutz,Male,no,89,0.17584
14135,James Lipton,Male,yes,88,0.15972999999999998
14136,Jeffrey M. Lipton,Male,yes,72,0.03343
14137,Martin Lipton,Male,yes,83,0.09557
14142,Robert List,Male,yes,78,0.05711
14143,Jerome Edward Listecki,Male,yes,65,0.01753
14145,Georg Listing,Male,yes,27,0.00106
14146,Sonny Liston,Male,no,38,0.00206
14147,John Lithgow,Male,yes,69,0.02538
14148,David C. Litt,Male,yes,65,0.01753
14150,Little Jimmy Urine,Male,yes,45,0.0036299999999999995
14151,Cleavon Little,Male,no,53,0.0058
14152,Leonard Little,Male,yes,40,0.00244
14153,Rich Little,Male,yes,76,0.04715
14155,Gene Littler,Male,yes,84,0.10625
14156,Andrew Litton,Male,yes,55,0.0069099999999999995
14157,Jerry Litton,Male,no,39,0.00224
14158,Brian Littrell,Male,yes,39,0.00224
14159,Anatole Litvak,Male,no,72,0.03343
14163,Eric Lively,Male,yes,33,0.00137
14166,Andrew N. Liveris,Male,yes,60,0.01086
14167,Roger Livesey,Male,no,70,0.02785
14168,Barry Livingston,Male,yes,61,0.01192
14169,Bob Livingston,Male,yes,71,0.03059
14171,Jay Livingston,Male,no,86,0.13083
14173,Robert Livingston,Male,no,84,0.10625
14174,Ron Livingston,Male,yes,47,0.00418
14175,Stanley Livingston,Male,yes,64,0.0159
14176,Ken Livingstone,Male,yes,69,0.02538
14178,Yang Liwei,Male,yes,49,0.00457
14179,Cruz Lizárraga,Male,no,77,0.05184
14180,Richard Llewellyn,Male,no,77,0.05184
14181,Desmond Llewelyn,Male,no,85,0.11800000000000001
14182,Lloyd,Male,yes,28,0.00107
14183,Andrew Lloyd Webber,Male,yes,66,0.01932
14185,Christopher Lloyd,Male,yes,76,0.04715
14187,Eric Lloyd,Male,yes,28,0.00107
14188,Hugh Lloyd,Male,no,85,0.11800000000000001
14189,Jake Lloyd,Male,yes,25,0.00114
14192,Norman Lloyd,Male,yes,100,0.39134
14194,Sam Lloyd,Male,yes,51,0.00504
14195,Selwyn Lloyd,Male,no,74,0.03942
14196,Tony Lo Bianco,Male,yes,78,0.05711
14197,Joe Lo Truglio,Male,yes,44,0.00335
14198,Ken Loach,Male,yes,78,0.05711
14199,Meat Loaf,Male,yes,67,0.02122
14200,Frank LoBiondo,Male,yes,68,0.02323
14202,Ryan Lochte,Male,yes,30,0.00116
14203,Bobby Locke,Male,no,70,0.02785
14204,Gary Locke,Male,yes,64,0.0159
14207,Calvin Lockhart,Male,no,73,0.03633
14208,Dennis P. Lockhart,Male,yes,67,0.02122
14209,Joe Lockhart,Male,yes,55,0.0069099999999999995
14211,Danny Lockin,Male,no,34,0.00148
14214,Gary Lockwood,Male,yes,77,0.05184
14216,Bill Lockyer,Male,yes,73,0.03633
14217,Kid Loco,Male,yes,50,0.0047799999999999995
14218,Kurt Loder,Male,yes,69,0.02538
14219,David Lodge,Male,yes,79,0.06305
14220,"Henry Cabot Lodge, Jr.",Male,no,83,0.09557
14221,John Davis Lodge,Male,no,82,0.08596000000000001
14223,David Loebsack,Male,yes,62,0.01311
14224,Tom Loeffler,Male,yes,68,0.02323
14225,Frank Loesser,Male,no,59,0.009909999999999999
14226,Frederick Loewe,Male,no,87,0.14473
14227,Nils Lofgren,Male,yes,63,0.01444
14229,Cirroc Lofton,Male,yes,36,0.0017399999999999998
14230,Kenny Lofton,Male,yes,47,0.00418
14231,James K. Logan,Male,yes,85,0.11800000000000001
14232,Joshua Logan,Male,no,80,0.06978
14235,Robert Loggia,Male,yes,84,0.10625
14236,Kenny Loggins,Male,yes,66,0.01932
14237,Donal Logue,Male,yes,48,0.004379999999999999
14241,Danny Lohner,Male,yes,44,0.00335
14242,James B. Loken,Male,yes,74,0.03942
14244,Herbert Lom,Male,no,95,0.29443
14245,Alan Lomax,Male,no,87,0.14473
14246,Jackie Lomax,Male,no,69,0.02538
14249,Vince Lombardi,Male,no,57,0.00828
14250,Dave Lombardo,Male,yes,49,0.00457
14251,Guy Lombardo,Male,no,75,0.04299
14252,Domenick Lombardozzi,Male,yes,38,0.00206
14253,Bjørn Lomborg,Male,yes,49,0.00457
14254,Richard Loncraine,Male,yes,68,0.02323
14255,Jason London,Male,yes,42,0.00286
14256,Jeremy London,Male,yes,42,0.00286
14261,John Lone,Male,yes,62,0.01311
14263,Billy Long,Male,yes,59,0.009909999999999999
14264,Clarence D. Long,Male,no,86,0.13083
14265,Eddie Long,Male,yes,61,0.01192
14266,Howie Long,Male,yes,54,0.00632
14267,Justin Long,Male,yes,36,0.0017399999999999998
14268,Matt Long,Male,yes,34,0.00148
14270,Richard Long,Male,no,47,0.00418
14271,Russell Long,Male,no,85,0.11800000000000001
14273,Terry L. Long,Male,no,46,0.00392
14275,John Longden,Male,no,71,0.03059
14276,Johnny Longden,Male,no,96,0.31547
14278,James B. Longley,Male,no,56,0.00757
14279,"James B. Longley, Jr.",Male,yes,63,0.01444
14280,Ty Longley,Male,no,32,0.00128
14283,Michael Lonsdale,Male,yes,83,0.09557
14284,Mike Lookinland,Male,yes,54,0.00632
14285,Lee Hsien Loong,Male,yes,62,0.01311
14288,Pedro Santana Lopes,Male,yes,58,0.009059999999999999
14289,Al Lopez,Male,no,97,0.33576999999999996
14290,Barry Lopez,Male,yes,69,0.02538
14291,George Lopez,Male,yes,53,0.0058
14292,Javy Lopez,Male,yes,44,0.00335
14294,Mario Lopez,Male,yes,41,0.00264
14297,Trini Lopez,Male,yes,77,0.05184
14298,Lord British,Male,yes,53,0.0058
14299,Jack Lord,Male,no,78,0.05711
14300,James Lord,Male,no,87,0.14473
14301,Jon Lord,Male,no,71,0.03059
14303,Winston Lord,Male,yes,77,0.05184
14307,Edward Lorenz,Male,no,91,0.21141
14308,Konrad Lorenz,Male,no,86,0.13083
14309,Frank Lorenzo,Male,yes,74,0.03942
14312,Peter Lorre,Male,no,60,0.01086
14315,Joseph Losey,Male,no,75,0.04299
14317,John Lott,Male,yes,56,0.00757
14319,Ronnie Lott,Male,yes,55,0.0069099999999999995
14320,Trent Lott,Male,yes,73,0.03633
14322,Greg Louganis,Male,yes,54,0.00632
14324,Jared Loughner,Male,yes,26,0.00109
14325,Abner Louima,Male,yes,48,0.004379999999999999
14326,Joe Louis,Male,no,67,0.02122
14327,"John J. Louis, Jr.",Male,no,70,0.02785
14328,Morris Louis,Male,no,50,0.0047799999999999995
14332,Bryan Lourd,Male,yes,54,0.00632
14333,Alan D. Lourie,Male,yes,79,0.06305
14336,Davis Love III,Male,yes,50,0.0047799999999999995
14337,Faizon Love,Male,yes,46,0.00392
14338,John A. Love,Male,no,86,0.13083
14339,Kevin Love,Male,yes,26,0.00109
14340,Mike Love,Male,yes,73,0.03633
14341,Frank Lovejoy,Male,no,50,0.0047799999999999995
14343,Herschel C. Loveless,Male,no,78,0.05711
14345,Bernard Lovell,Male,no,99,0.37271
14346,Jim Lovell,Male,yes,86,0.13083
14347,James Lovelock,Male,yes,95,0.29443
14348,David Lovering,Male,yes,53,0.0058
14349,Lyle Lovett,Male,yes,57,0.00828
14351,Jon Lovitz,Male,yes,57,0.00828
14352,Frank J. Low,Male,no,76,0.04715
14353,Stephen Low,Male,no,83,0.09557
14354,Kyle Lowder,Male,yes,34,0.00148
14355,Arthur Lowe,Male,no,67,0.02122
14356,Chad Lowe,Male,yes,46,0.00392
14357,Chris Lowe,Male,yes,55,0.0069099999999999995
14358,Nick Lowe,Male,yes,65,0.01753
14359,Rob Lowe,Male,yes,50,0.0047799999999999995
14361,Chris Lowell,Male,yes,30,0.00116
14362,Mike Lowell,Male,yes,40,0.00244
14363,Robert Lowell,Male,no,60,0.01086
14364,Scott Lowell,Male,yes,49,0.00457
14365,Allard Lowenstein,Male,no,51,0.00504
14366,Leo Lowenthal,Male,no,93,0.25138
14367,Bill Lowery,Male,yes,67,0.02122
14368,David Lowery,Male,yes,54,0.00632
14369,Joseph Lowery,Male,yes,93,0.25138
14370,Robert Lowery,Male,no,58,0.009059999999999999
14372,Bernard Lown,Male,yes,93,0.25138
14374,Dick Lowry,Male,yes,70,0.02785
14376,Malcolm Lowry,Male,no,48,0.004379999999999999
14377,Mike Lowry,Male,yes,75,0.04299
14378,Rich Lowry,Male,yes,46,0.00392
14379,James M. Loy,Male,yes,72,0.03343
14381,Gonzalo Sánchez de Lozada,Male,yes,84,0.10625
14385,Ruud Lubbers,Male,yes,75,0.04299
14386,Donald L. Lucas,Male,yes,84,0.10625
14387,Frank Lucas,Male,yes,54,0.00632
14388,Frank Lucas,Male,yes,84,0.10625
14389,George Lucas,Male,yes,70,0.02785
14390,Henry Lee Lucas,Male,no,65,0.01753
14391,Jerry Lucas,Male,yes,74,0.03942
14393,Josh Lucas,Male,yes,43,0.0031
14394,Ken Lucas,Male,yes,81,0.07737999999999999
14395,Malcolm M. Lucas,Male,yes,87,0.14473
14396,Matt Lucas,Male,yes,40,0.00244
14397,Robert Lucas,Male,yes,77,0.05184
14400,Edward Luce,Male,yes,46,0.00392
14401,Henry Luce III,Male,no,80,0.06978
14402,Carlos F. Lucero,Male,yes,74,0.03942
14403,Patrick J. Lucey,Male,no,96,0.31547
14405,Alvin Lucier,Male,yes,83,0.09557
14406,Andrew Luck,Male,yes,25,0.00114
14408,Laurence Luckinbill,Male,yes,80,0.06978
14409,Thad Luckinbill,Male,yes,39,0.00224
14410,William Lucking,Male,yes,73,0.03633
14411,Sid Luckman,Male,no,82,0.08596000000000001
14412,Allen Ludden,Male,no,64,0.0159
14413,Robert Ludlum,Male,no,74,0.03942
14414,Alexander Ludwig,Male,yes,22,0.00126
14416,William H. Luers,Male,yes,85,0.11800000000000001
14417,Blaine Luetkemeyer,Male,yes,62,0.01311
14419,Sidney Luft,Male,no,90,0.19307
14420,Dick Lugar,Male,yes,82,0.08596000000000001
14421,Fernando Lugo,Male,yes,63,0.01444
14422,Baz Luhrmann,Male,yes,52,0.005379999999999999
14423,Hank Luisetti,Male,no,86,0.13083
14424,Fabio Luisi,Male,yes,55,0.0069099999999999995
14425,Johnny Lujack,Male,yes,89,0.17584
14426,Ben R. Luján,Male,yes,42,0.00286
14427,Manny Lujan,Male,yes,86,0.13083
14428,Alexander Lukashenko,Male,yes,60,0.01086
14429,Derek Luke,Male,yes,40,0.00244
14430,"John A. Luke, Jr.",Male,yes,66,0.01932
14431,Keye Luke,Male,no,87,0.14473
14433,Charles J. Luken,Male,yes,63,0.01444
14434,Thomas A. Luken,Male,yes,89,0.17584
14435,Buz Lukens,Male,no,79,0.06305
14436,Rilwanu Lukman,Male,no,76,0.04715
14438,Carl Lumbly,Male,yes,62,0.01311
14439,Sidney Lumet,Male,no,87,0.14473
14440,Ed Lumley,Male,yes,75,0.04299
14443,Patrice Lumumba,Male,no,36,0.0017399999999999998
14445,Bigas Luna,Male,no,67,0.02122
14446,Diego Luna,Male,yes,35,0.0016
14447,Jimmie Lunceford,Male,no,45,0.0036299999999999995
14449,John Lund,Male,no,79,0.06305
14451,Dolph Lundgren,Male,yes,57,0.00828
14452,William Lundigan,Male,no,61,0.01192
14453,Stan Lundine,Male,yes,75,0.04299
14454,Verne Lundquist,Male,yes,74,0.03942
14457,Dan Lungren,Male,yes,68,0.02323
14458,Gary Lunn,Male,yes,57,0.00828
14459,Joseph Luns,Male,no,91,0.21141
14460,Frank Luntz,Male,yes,52,0.005379999999999999
14463,Peter Lupus,Male,yes,82,0.08596000000000001
14464,Alexander Luria,Male,no,75,0.04299
14465,Salvador Luria,Male,no,79,0.06305
14467,Evan Lurie,Male,yes,60,0.01086
14468,John Lurie,Male,yes,62,0.01311
14469,Ranan Lurie,Male,yes,82,0.08596000000000001
14470,Rod Lurie,Male,yes,52,0.005379999999999999
14472,Herbert H. Lusk II,Male,yes,61,0.01192
14473,Robert Luskin,Male,yes,64,0.0159
14474,Jean-Marie Lustiger,Male,no,81,0.07737999999999999
14475,Joseph W. Luter III,Male,yes,75,0.04299
14476,Eric Lutes,Male,yes,52,0.005379999999999999
14477,Bill Luther,Male,yes,69,0.02538
14478,Witold Lutoslawski,Male,no,81,0.07737999999999999
14480,Kellan Lutz,Male,yes,29,0.0011099999999999999
14481,Arie Luyendyk,Male,yes,61,0.01192
14482,Yuri Luzhkov,Male,yes,78,0.05711
14483,André Lwoff,Male,no,92,0.23085999999999998
14485,Jimmy Lydon,Male,yes,91,0.21141
14486,Les Lye,Male,no,85,0.11800000000000001
14487,Sandy Lyle,Male,yes,56,0.00757
14488,Lester L. Lyles,Male,yes,68,0.02323
14490,Princeton Lyman,Male,yes,79,0.06305
14491,Richard W. Lyman,Male,no,89,0.17584
14492,Frankie Lymon,Male,no,26,0.00109
14494,David Lynch,Male,yes,68,0.02323
14496,Gerard E. Lynch,Male,yes,63,0.01444
14497,Jack Lynch,Male,no,82,0.08596000000000001
14500,John Lynch,Male,yes,53,0.0058
14501,John Lynch,Male,yes,62,0.01311
14502,John Carroll Lynch,Male,yes,51,0.00504
14504,Kenny Lynch,Male,yes,75,0.04299
14506,Stephen Lynch,Male,yes,59,0.009909999999999999
14507,"William T. Lynch, Jr.",Male,yes,72,0.03343
14508,Staughton Lynd,Male,yes,85,0.11800000000000001
14509,Paul Lynde,Male,no,56,0.00757
14510,Donald Lynden-Bell,Male,yes,79,0.06305
14511,Adrian Lyne,Male,yes,73,0.03633
14512,Feodor Lynen,Male,no,68,0.02323
14513,Richard E. Lyng,Male,no,85,0.11800000000000001
14517,Barry C. Lynn,Male,yes,53,0.0058
14522,Fred Lynn,Male,yes,62,0.01311
14524,James Thomas Lynn,Male,no,83,0.09557
14525,Jeffrey Lynn,Male,no,86,0.13083
14526,Jonathan Lynn,Male,yes,71,0.03059
14528,Jeff Lynne,Male,yes,67,0.02122
14530,Phil Lynott,Male,no,37,0.0018899999999999998
14532,Cecil B. Lyon,Male,no,90,0.19307
14534,William Lyon,Male,yes,91,0.21141
14536,"Champ Lyons, Jr.",Male,yes,74,0.03942
14537,Jean-François Lyotard,Male,no,74,0.03942
14539,Paul Lytton,Male,yes,67,0.02122
14540,Yo-Yo Ma,Male,yes,59,0.009909999999999999
14541,Peter Maas,Male,no,72,0.03343
14543,Lorin Maazel,Male,no,84,0.10625
14544,Eric Mabius,Male,yes,43,0.0031
14545,Luke Mably,Male,yes,38,0.00206
14546,Ray Mabus,Male,yes,66,0.01932
14547,Bernie Mac,Male,no,51,0.00504
14548,Diosdado Macapagal,Male,no,87,0.14473
14550,Douglas MacArthur II,Male,no,88,0.15972999999999998
14551,James MacArthur,Male,no,73,0.03633
14552,John MacArthur,Male,yes,75,0.04299
14553,Paul W. MacAvoy,Male,yes,80,0.06978
14554,Seán MacBride,Male,no,84,0.10625
14555,Ralph Macchio,Male,yes,53,0.0058
14556,Simon MacCorkindale,Male,no,58,0.009059999999999999
14557,Alan G. MacDiarmid,Male,no,80,0.06978
14559,Donald C. MacDonald,Male,no,95,0.29443
14560,Dwight Macdonald,Male,no,76,0.04715
14561,Ian MacDonald,Male,no,64,0.0159
14563,John D. MacDonald,Male,no,70,0.02785
14565,Kevin Macdonald,Male,yes,47,0.00418
14566,Norm MacDonald,Male,yes,51,0.00504
14567,Ross Macdonald,Male,no,68,0.02323
14568,Torbert H. Macdonald,Male,no,59,0.009909999999999999
14569,John MacDougall,Male,no,61,0.01192
14570,Ranald MacDougall,Male,no,58,0.009059999999999999
14573,Angus Macfadyen,Male,yes,51,0.00504
14574,Matthew Macfadyen,Male,yes,40,0.00244
14575,Luke MacFarlane,Male,yes,34,0.00148
14577,Seth MacFarlane,Male,yes,41,0.00264
14579,Niall MacGinnis,Male,no,64,0.0159
14580,Shane MacGowan,Male,yes,57,0.00828
14581,Jack MacGowran,Male,no,55,0.0069099999999999995
14583,John MacGregor,Male,yes,77,0.05184
14585,Samora Machel,Male,no,53,0.0058
14586,J. Bernard Machen,Male,yes,70,0.02785
14587,Gabriel Macht,Male,yes,42,0.00286
14588,Stephen Macht,Male,yes,72,0.03343
14589,Ronald Machtley,Male,yes,66,0.01932
14590,Colin MacInnes,Male,no,62,0.01311
14591,Al MacInnis,Male,yes,51,0.00504
14593,George Maciunas,Male,no,47,0.00418
14594,Mack 10,Male,yes,43,0.0031
